image_path,caption
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1032_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1033_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1034_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1035_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1036_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1037_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1038_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1039_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1040_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1041_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1042_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1043_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1044_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1045_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1046_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1047_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1048_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1049_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1050_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1051_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1052_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1053_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1054_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1055_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1056_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1057_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1058_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1059_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1060_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1061_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1062_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1063_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1064_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1065_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1066_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1067_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1068_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1069_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1070_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1071_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1072_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1073_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1074_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1075_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1076_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1077_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1078_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1079_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1080_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1081_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1082_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1083_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1084_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1085_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1086_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_1087_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_528_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_529_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_530_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_531_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_532_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_533_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_534_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_535_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_536_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_537_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_538_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_539_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_540_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_541_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_542_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_543_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_544_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_545_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_546_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_547_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_548_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_549_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_550_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_551_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_552_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_553_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_554_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_555_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_556_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_557_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_558_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_559_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_560_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_561_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_562_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_563_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_564_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_565_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_566_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_567_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_568_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_569_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_570_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_571_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_572_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_573_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_574_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_575_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_576_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_577_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_578_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_579_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_580_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_581_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_582_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_583_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_584_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_585_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_586_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_587_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_588_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_589_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_590_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_591_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_592_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_593_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_594_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_595_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_596_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_597_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_598_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_599_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_600_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_601_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_602_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_603_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_604_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_605_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_606_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_607_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_688_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_689_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_690_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_691_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_692_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_693_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_694_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_695_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_696_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_697_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_698_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_699_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_700_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_701_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_702_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_703_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
