dataset,sequence_id,modality,frames_dir,num_frames,has_depth,has_mask,has_stereo,split,sample_frame,domain
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\e65ce34d64094ded.mp4,video,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos,-1,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e65ce34d64094ded.mp4,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\eb29cc736838444d.mp4,video,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos,-1,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/eb29cc736838444d.mp4,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\f693f1b3c60e4065.mp4,video,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos,-1,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f693f1b3c60e4065.mp4,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\f6a42c6e3f804539.mp4,video,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos,-1,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f6a42c6e3f804539.mp4,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\f7acef9e901f405c.mp4,video,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos,-1,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f7acef9e901f405c.mp4,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\f89e276571ce4538.mp4,video,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos,-1,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f89e276571ce4538.mp4,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\04a78ef00c5245e0_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/04a78ef00c5245e0_frames,3400,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/04a78ef00c5245e0_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\0531325b64674948_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/0531325b64674948_frames,1077,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/0531325b64674948_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\0728084c8da942d9_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/0728084c8da942d9_frames,3264,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/0728084c8da942d9_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\07c1fa15a20a4398_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/07c1fa15a20a4398_frames,2575,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/07c1fa15a20a4398_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\131368cc17e44240_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/131368cc17e44240_frames,2115,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/131368cc17e44240_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\2fc3db471f9d44c0_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/2fc3db471f9d44c0_frames,5124,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/2fc3db471f9d44c0_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\39960e5e099a45ca_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/39960e5e099a45ca_frames,2197,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/39960e5e099a45ca_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\3ada4222967f421d_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/3ada4222967f421d_frames,2702,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/3ada4222967f421d_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\3c8d5f0b90d7475d_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/3c8d5f0b90d7475d_frames,3003,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/3c8d5f0b90d7475d_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\4560e83f9afc4685_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/4560e83f9afc4685_frames,2335,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/4560e83f9afc4685_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\48579eec79784294_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/48579eec79784294_frames,2292,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/48579eec79784294_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\495f16498db34d3c_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/495f16498db34d3c_frames,2193,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/495f16498db34d3c_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\4aebc5cb2d4847aa_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/4aebc5cb2d4847aa_frames,1904,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/4aebc5cb2d4847aa_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\5bb1d3cc7dc64cec_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/5bb1d3cc7dc64cec_frames,2279,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/5bb1d3cc7dc64cec_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\5e59c7fdb16c4228_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/5e59c7fdb16c4228_frames,3199,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/5e59c7fdb16c4228_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\5e9beaf4e66142c8_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/5e9beaf4e66142c8_frames,3290,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/5e9beaf4e66142c8_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\64440803f87b4843_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/64440803f87b4843_frames,2205,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/64440803f87b4843_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\6cb700585c4f4070_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/6cb700585c4f4070_frames,1773,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/6cb700585c4f4070_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\7a47e8eacea04e64_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/7a47e8eacea04e64_frames,4391,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/7a47e8eacea04e64_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\7ad22d50ebaf4596_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/7ad22d50ebaf4596_frames,2252,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/7ad22d50ebaf4596_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\8885668afb844852_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/8885668afb844852_frames,2587,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/8885668afb844852_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\89cdd41258c542c5_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/89cdd41258c542c5_frames,1987,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/89cdd41258c542c5_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\8a00709108cd4e2b_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/8a00709108cd4e2b_frames,1176,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/8a00709108cd4e2b_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\8ebf0e483cac48d6_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/8ebf0e483cac48d6_frames,1997,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/8ebf0e483cac48d6_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\ad91cf7ca91440aa_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/ad91cf7ca91440aa_frames,2173,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/ad91cf7ca91440aa_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\af9bd7d0e43741e3_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/af9bd7d0e43741e3_frames,2390,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/af9bd7d0e43741e3_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\b2134f4a6f864613_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/b2134f4a6f864613_frames,1963,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/b2134f4a6f864613_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\bc84479c66fe4da6_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/bc84479c66fe4da6_frames,4847,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/bc84479c66fe4da6_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\bca26705313a4644_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/bca26705313a4644_frames,3228,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/bca26705313a4644_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\c11b28a8b2344716_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/c11b28a8b2344716_frames,6781,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/c11b28a8b2344716_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\c7084b3556e34619_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/c7084b3556e34619_frames,5622,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/c7084b3556e34619_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\d369e4f163df4aba_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/d369e4f163df4aba_frames,5824,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/d369e4f163df4aba_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\d626f4f4a5ac4785_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/d626f4f4a5ac4785_frames,3486,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/d626f4f4a5ac4785_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\d7a271f233ba4a40_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/d7a271f233ba4a40_frames,2329,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/d7a271f233ba4a40_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\dac1e27f7e4d4ef5_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/dac1e27f7e4d4ef5_frames,2080,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/dac1e27f7e4d4ef5_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\dc221ccc65d34010_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/dc221ccc65d34010_frames,5623,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/dc221ccc65d34010_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\dca1377dec974312_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/dca1377dec974312_frames,4959,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/dca1377dec974312_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\df6b47bafe5143f5_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/df6b47bafe5143f5_frames,1283,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/df6b47bafe5143f5_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\eb0203196e284797_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/eb0203196e284797_frames,1893,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/eb0203196e284797_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\ed02f27ef36f483e_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/ed02f27ef36f483e_frames,3953,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/ed02f27ef36f483e_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\fb86bc87d3874cd7_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/fb86bc87d3874cd7_frames,4494,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/fb86bc87d3874cd7_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\fc32def0e7194981_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/fc32def0e7194981_frames,5940,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/fc32def0e7194981_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-labeled-videos\labelled_videos\fe5d372e43f94f68_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/fe5d372e43f94f68_frames,1786,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-labeled-videos/labelled_videos/fe5d372e43f94f68_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\055bbbec392b4f3a_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/055bbbec392b4f3a_frames,2436,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/055bbbec392b4f3a_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\08d09e4d7aa140f7_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/08d09e4d7aa140f7_frames,2600,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/08d09e4d7aa140f7_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\1342422630854f70_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/1342422630854f70_frames,3932,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/1342422630854f70_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\199b056fd09f47c9_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/199b056fd09f47c9_frames,1724,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/199b056fd09f47c9_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\1a14ba6768604ae2_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/1a14ba6768604ae2_frames,1505,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/1a14ba6768604ae2_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\2213cbc25f124b25_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/2213cbc25f124b25_frames,1967,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/2213cbc25f124b25_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\2317d66500394077_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/2317d66500394077_frames,5860,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/2317d66500394077_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\231eb3a0fae54b98_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/231eb3a0fae54b98_frames,1573,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/231eb3a0fae54b98_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\23f4d34a80d44c05_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/23f4d34a80d44c05_frames,1516,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/23f4d34a80d44c05_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\23fb85eefa314dc3_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/23fb85eefa314dc3_frames,3523,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/23fb85eefa314dc3_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\25551f9c7a3f424a_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/25551f9c7a3f424a_frames,5690,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/25551f9c7a3f424a_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\2f513ad4ee5e4630_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/2f513ad4ee5e4630_frames,2701,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/2f513ad4ee5e4630_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\358f96d770a2410e_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/358f96d770a2410e_frames,2278,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/358f96d770a2410e_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\3680a149fa3e4b0b_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/3680a149fa3e4b0b_frames,2743,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/3680a149fa3e4b0b_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\421b968fc5b74af1_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/421b968fc5b74af1_frames,2033,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/421b968fc5b74af1_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\429257154ce94be3_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/429257154ce94be3_frames,1503,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/429257154ce94be3_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\492a750169554d64_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/492a750169554d64_frames,2108,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/492a750169554d64_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\4ab482cc46054935_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/4ab482cc46054935_frames,1880,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/4ab482cc46054935_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\4c059b716bf84ea3_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/4c059b716bf84ea3_frames,1520,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/4c059b716bf84ea3_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\4ed494e20fd349ad_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/4ed494e20fd349ad_frames,1761,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/4ed494e20fd349ad_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\4fd5d5fabb1f4b47_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/4fd5d5fabb1f4b47_frames,1889,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/4fd5d5fabb1f4b47_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\4ff32d8a3768447b_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/4ff32d8a3768447b_frames,2309,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/4ff32d8a3768447b_frames/frame_000000.jpg,gi
